id	name	type
7D335516	aris m ouksel	author
7D361B32	kari kansala	author
7D59A3B9	sean n brennan	author
7D714F84	yan liu	author
7D7BDAEA	marc olano	author
7D8D46D3	javier portilla	author
7D9C93A9	c b miller	author
7DB9EC95	xiaochun yang	author
7DCF5CE3	raymond ng	author
7DD2F160	liangping ku	author
7DD3C0AD	aria haghighi	author
7DDABB6D	purdy ho	author
7DDDA696	james t kwok	author
7DF112F2	yonggang qiu	author
7E0E66E0	anisio lacerda	author
7E1D399A	lijia li	author
7E2F8E57	junling hu	author
7E44A9EC	antonio ortega	author
7E4AF86C	jorg sander	author
7E7B65A5	barbara rosario	author
7E81579C	jenbo cheng	author
7E8A6E47	nancy van house	author
7E8FFA8F	colleen cool	author
7E90CCF9	david newman	author
7E9BFFBB	ashfaq khokhar	author
7E9C15FE	xiaoming zheng	author
7E9C4D3C	bin wei	author
7EA3D2C5	ravi kumar	author
7EFB93E1	shivani agarwal	author
7F16A3E4	tracey ho	author
7F263298	ingmar weber	author
7F2DCB1C	randy h katz	author
7F2EDF3D	sridhar mahadevan	author
7F32FE4E	michael s miller	author
7F35AEA0	william i chang	author
7F4605B8	seok cheol kee	author
7F4A2127	berthe m p aleman	author
7F513D92	jefferson heard	author
7F541635	xiao ling	author
7F56969A	chia shen	author
7F5944CA	jitendra malik	author
7F59A057	jorge davila muro	author
7F6B029E	eric mjolsness	author
7F846283	xiaolan zhu	author
7F91EEF7	chihoon lee	author
7F9F2801	takaki makino	author
7FA4DF86	adam coates	author
7FA51C06	carla simone	author
7FA6EBFA	hui jin	author
7FB687E0	s a	author
7FCE268B	jing he	author
7FD55D90	eric a hansen	author
7FDDF5A4	george foster	author
801A28FB	tao qin	author
80241D47	john f kolen	author
8031E130	romer rosales	author
8038BBED	kaustubh deshmukh	author
80544153	sethu vijayakumar	author
80729A27	shaohua kevin zhou	author
808B2B02	yohei murakami	author
80949243	geber ramalho	author
809D8DA9	h h ho	author
80A90A63	xia lin	author
80E2B223	p srinivasan	author
80E8B31E	shuilung chuang	author
80EBAEED	tamara sumner	author
80EE1E0B	ido guy	author
8126DFC0	hisami suzuki	author
812DB882	ryan porter	author
81426CD1	mark sanderson	author
8163415A	nigel tao	author
81788AFD	roger mohr	author
81E881DC	e s larsen	author
8296E38A	ionolimpiu stamatescu	author
82ADE991	sau dan lee	author
82E4E531	joseph l hellerstein	author
830692E0	bernduwe pagel	author
8306B8EA	hrishikesh aradhye	author
836637C7	freund	author
83A0CEB8	yannis theodoridis	author
847D2B62	shashikiran kolar	author
847E5F1F	cate richardson	author
848EF210	shafique	author
848F1515	kai wang	author
8491A7F2	galun	author
8494D26A	jelmer p borst	author
84D24B03	m shah	author
84D6A6BF	kannan ramchandran	author
84DCD056	arvind arasu	author
84F20B37	ning yu	author
8529A71B	amit kumar	author
855612B7	sham m kakade	author
8559CB5C	ying li	author
85ECD6BD	waqar hasan	author
86304342	marek teichmann	author
8631684C	larry s davis	author
022EDD38	david bodoff	author
065D5E83	przemyslaw prusinkiewicz	author
0966B2BF	ralph grishman	author
0C4E9751	scott makeig	author
0CC356F0	alex ravacha	author
0CF89A5C	william f punch	author
0D19F9F4	stephen s intille	author
0E780134	arthur zimek	author
0E844DA6	olga sorkine	author
0EC28728	nicolas meuleau	author
0F928E82	daichi mochihashi	author
0FB992A4	bernd girod	author
10A00ACB	gerald tesauro	author
166089D1	steven m beitzel	author
1FB3D39A	paolo ferragina	author
28E52A1F	silviu cucerzan	author
43554DF6	jayant r kalagnanam	author
460820B6	annika waern	author
4917B750	jalal mahmud	author
4BB0048F	claire monteleoni	author
564F5463	daan wierstra	author
67ACA153	jagath c rajapakse	author
6D819705	shumeet baluja	author
71598BF4	nina taft	author
754BE3F1	frank mcsherry	author
755B4B87	casey dugan	author
756F8CB0	dirk schlierkampvoosen	author
75713F75	delbert dueck	author
760E26D3	berthold reinwald	author
7618006C	niels j nes	author
7671D3C2	ivan popivanov	author
769AA800	jayavel shanmugasundaram	author
76CF0B72	stefan riezler	author
770882E3	matt pharr	author
7767818F	benjamin recht	author
777EB519	michael isard	author
779D1B9C	jorg denzinger	author
77C2AEC3	j j sandvig	author
77F77067	filippo menczer	author
7825A985	perola kristensson	author
782CF4EB	henri waelbroeck	author
78627C32	eric wiewiora	author
7879BCA6	dariu m gavrila	author
789CB3E5	christian schueller	author
78A3903A	jacob goldberger	author
78BB171A	kalle astrom	author
78EE9213	upmanu lall	author
7938A0E5	matthew c tresch	author
7A42A1E7	daniel ballin	author
7A7240CB	elizabeth g krawczynska	author
7AAA18C7	elth ogston	author
7ABB8CA9	lior wolf	author
7B3A24F8	kutluhan erol	author
7B5DD6E5	tony heap	author
7B671C7B	mikhael felker	author
7B7FF7CD	mary czerwinski	author
7BA21B72	john guiver	author
7BE56FE4	yishay mansour	author
7BF9F2C6	nir friedman	author
7C32BE61	ramesh s malladi	author
7C517784	kristian kersting	author
7C60BACB	darko stefanovic	author
7C622C0C	daniel r rashid	author
7C9A1453	dilek hakkanitur	author
7CFE2621	james allan	author
7D012ECC	thomas e davis	author
7D09E928	fei huang	author
7D0DDF48	r von der heydt	author
7D1AF6FE	scott m brown	author
7D205597	stephen j j smith	author
7D242F75	saharon rosset	author
7D323C65	jaime g carbonell	author
7D32723C	joanne silverstein	author
7D346F68	ronald rosenfeld	author
7D378BA9	marti sanchez	author
7D3B2EA8	collin mcmillan	author
7D481938	philip a bernstein	author
7D60C5DF	mika kaki	author
7D7331F3	n de freitas	author
7D84A99F	tak w yan	author
7D89E55E	catherine blake	author
7D8ACC8A	e a emerson	author
7DB71DF6	stephane amarger	author
7DC2510D	rajdeep k dash	author
7E119AC6	yonghong tian	author
7E18E14B	shihong lao	author
7E236FCE	philipp w keller	author
7E2E520E	jeff bilmes	author
7E5DBD95	zonghuan wu	author
7E6E6DE5	alexandru o balan	author
7E708154	ella bingham	author
7E7A5B0D	peter stone	author
7E819C32	meenakshi nagarajan	author
7E841DB2	paul ogilvie	author
7E9756B0	ralph krieger	author
7E99601D	javier sanchez	author
7EA3FA2F	gabriela csurka	author
7EACC039	sumit chopra	author
7EAD6D2B	chengen lu	author
7EB3D25A	david e patterson	author
7EC5D9F2	anoop sarkar	author
7ED5A373	james e pitkow	author
7EFAC338	liang zhou	author
7F02AE64	hongming zhang	author
7F031FAD	zhu zhang	author
7F221475	yang yang	author
7F2797FE	paul a viola	author
7F3CD7CA	weiying ma	author
7F49C162	thomas p moran	author
7F518C99	eepeng lim	author
7F7A766D	iain murray	author
7F88BB86	matthew e taylor	author
7F9715FF	james h oliver	author
7FA830F3	zhouchen lin	author
7FAE3E80	anthony dearden	author
7FC62070	lu wang	author
7FD2E2A4	michael oshea	author
7FD96245	derek hao hu	author
7FEA6ACA	nate kohl	author
803981A3	tien n nguyen	author
8058CEC0	shinji kawasoe	author
806C31A8	david a bell	author
808BA72A	lothar thiele	author
8092EE41	stephen e gould	author
809ED3F2	fuqing yang	author
809F0167	david j fleet	author
80A17DAF	aloke guha	author
80AD9247	ira cohen	author
80AF08FC	benyang tang	author
80B1C21A	bj rn hartmann	author
80B8DA60	j f linden	author
80CCB0A1	sameer pradhan	author
80ECEA77	dieter fox	author
80F462CD	greg mori	author
812F1BB4	quanquan gu	author
813874B8	jaideep srivastava	author
81578A40	minghao pan	author
8166447A	okan arikan	author
8171A1C0	trey smith	author
8174444B	klausdieter althoff	author
818C6A02	jaime alonso	author
818DD4E0	liang sun	author
8221EB28	robert b gramacy	author
8283CEE2	manuela veloso	author
82923BD1	joăo pereira	author
82A1FA97	yeon chul lee	author
82BD058F	a o a miller	author
82D60317	andrew an	author
82D6184E	george forman	author
82E7EC3D	andrew arnold	author
82F83CDA	sheila tejada	author
83507285	frederic jurie	author
83E84990	hamid pirahesh	author
84146070	franz josef och	author
847EFC28	y j cai	author
848ADEC6	doruk sart	author
8492F264	yang liu	author
849A7FAF	ko	author
84A50E86	gitt salomon	author
84D5D8FF	ehud sharlin	author
84DFC3AA	antonietta grasso	author
84F1DEC1	patricia a evans	author
84FA7D2F	daniel germann	author
8501B97C	t j mclennan	author
8502E457	hancock	author
850A6A5F	hebert	author
8519AF8B	elke a rundensteiner	author
85B14407	makoto iwayama	author
85E529ED	zbigniew michalewicz	author
85FA41CC	sergei vassilvitskii	author
8621721C	ada waichee fu	author
86222271	nuttapong chentanez	author
86239F52	ben medlock	author
8634275E	eric woods	author
86399019	carlos rojas coronel	author
000781FE	ralph neuneier	author
01175A10	tom carchrae	author
014D68BA	eric gaussier	author
01A98330	rachid deriche	author
0320D113	johannes furnkranz	author
0366F09E	stefan leue	author
05E670F5	andrea bonarini	author
05E8591A	alexandre termier	author
06BB3AB6	mehran sahami	author
091D4DF1	tomasz imielinski	author
0AC67E9D	tomer moscovich	author
0B537420	frantisek grezl	author
0B552395	taylor bergkirkpatrick	author
0D3ED27D	adam tauman kalai	author
0E3B95F3	vagelis hristidis	author
0EEEFF48	eric cosatto	author
0F52BDC9	tapan s parikh	author
109D7586	pierreantoine manzagol	author
10AC9F4E	paul morie	author
120F6237	nathan sturtevant	author
12BAFB31	igor dourdanovic	author
13241C3E	u ratsch	author
13481A8F	alexander bilke	author
14B23BBD	frederik schaffalitzky	author
1726498B	r william soukoreff	author
1765A1DC	till quack	author
1EAFC7AC	gerhard weikum	author
27D76714	stan matwin	author
28328639	jonathan ostwald	author
29A3BEFA	michael matessa	author
2AC60278	leila kallel	author
2B7E5609	sara kiesler	author
2DBF7F87	jeanyves bouguet	author
30CB11DB	fabrice caillette	author
5DDA8BB5	svetlozar nestorov	author
6AA1A63D	yoshimasa tsuruoka	author
73329F67	ayhan demiriz	author
7559435D	kate forbesriley	author
75B15E32	haim sompolinsky	author
7604D4FF	huma lodhi	author
769FCBA5	richard relue	author
76A02CB8	victor lempitsky	author
76BA7A85	catherine pelachaud	author
771E2DCB	paulo braz golgher	author
772560B2	michael stonebraker	author
775F0EA1	mark herbster	author
77F4D615	david r karger	author
77FE8F5C	constantine d spyropoulos	author
78579AD1	paul beame	author
794E06CD	hinrich schutze	author
79D7A384	nicolas le roux	author
